300.0,1.0205E-03
300.5,1.2450E-03
301.0,1.9300E-03
301.5,2.6914E-03
302.0,2.9209E-03
302.5,4.2840E-03
303.0,7.0945E-03
303.5,8.9795E-03
304.0,9.4701E-03
304.5,1.1953E-02
305.0,1.6463E-02
305.5,1.8719E-02
306.0,1.8577E-02
306.5,2.1108E-02
307.0,2.7849E-02
307.5,3.5635E-02
308.0,3.7837E-02
308.5,4.1430E-02
309.0,4.0534E-02
309.5,4.3306E-02
310.0,5.0939E-02
310.5,6.5540E-02
311.0,8.2922E-02
311.5,8.4080E-02
312.0,9.3376E-02
312.5,9.8984E-02
313.0,1.0733E-01
313.5,1.0757E-01
314.0,1.1969E-01
314.5,1.3060E-01
315.0,1.3625E-01
315.5,1.1838E-01
316.0,1.2348E-01
316.5,1.5036E-01
317.0,1.7158E-01
317.5,1.8245E-01
318.0,1.7594E-01
318.5,1.8591E-01
319.0,2.0470E-01
319.5,1.9589E-01
320.0,2.0527E-01
320.5,2.4525E-01
321.0,2.5024E-01
321.5,2.3843E-01
322.0,2.2203E-01
322.5,2.1709E-01
323.0,2.1226E-01
323.5,2.4861E-01
324.0,2.7537E-01
324.5,2.8321E-01
325.0,2.7894E-01
325.5,3.2436E-01
326.0,3.8120E-01
326.5,4.0722E-01
327.0,3.9806E-01
327.5,3.8465E-01
328.0,3.5116E-01
328.5,3.7164E-01
329.0,4.2235E-01
329.5,4.6878E-01
330.0,4.7139E-01
330.5,4.2800E-01
331.0,4.0262E-01
331.5,4.1806E-01
332.0,4.3623E-01
332.5,4.3919E-01
333.0,4.2944E-01
333.5,4.0724E-01
334.0,4.1497E-01
334.5,4.4509E-01
335.0,4.6388E-01
335.5,4.5313E-01
336.0,4.1519E-01
336.5,3.8214E-01
337.0,3.7380E-01
337.5,4.0051E-01
338.0,4.3411E-01
338.5,4.5527E-01
339.0,4.6355E-01
339.5,4.7446E-01
340.0,5.0180E-01
340.5,5.0071E-01
341.0,4.7139E-01
341.5,4.6935E-01
342.0,4.8934E-01
342.5,5.0767E-01
343.0,5.1489E-01
343.5,4.8609E-01
344.0,4.1843E-01
344.5,4.0307E-01
345.0,4.5898E-01
345.5,4.8932E-01
346.0,4.7778E-01
346.5,4.8657E-01
347.0,4.9404E-01
347.5,4.7674E-01
348.0,4.7511E-01
348.5,4.8336E-01
349.0,4.6564E-01
349.5,4.7805E-01
350.0,5.2798E-01
350.5,5.6741E-01
351.0,5.5172E-01
351.5,5.3022E-01
352.0,5.1791E-01
352.5,4.8962E-01
353.0,5.2040E-01
353.5,5.7228E-01
354.0,6.0498E-01
354.5,6.1156E-01
355.0,6.1140E-01
355.5,5.9028E-01
356.0,5.5387E-01
356.5,5.1942E-01
357.0,4.5673E-01
357.5,4.6215E-01
358.0,4.3006E-01
358.5,3.9926E-01
359.0,4.6953E-01
359.5,5.6549E-01
360.0,5.9817E-01
360.5,5.6531E-01
361.0,5.2024E-01
361.5,5.0956E-01
362.0,5.3420E-01
362.5,5.8510E-01
363.0,6.0191E-01
363.5,5.8541E-01
364.0,6.0628E-01
364.5,6.0058E-01
365.0,6.2359E-01
365.5,6.8628E-01
366.0,7.3532E-01
366.5,7.3658E-01
367.0,7.2285E-01
367.5,7.0914E-01
368.0,6.6759E-01
368.5,6.6310E-01
369.0,6.9315E-01
369.5,7.4469E-01
370.0,7.5507E-01
370.5,6.8261E-01
371.0,6.9338E-01
371.5,7.2051E-01
372.0,6.7444E-01
372.5,6.4253E-01
373.0,6.1886E-01
373.5,5.5786E-01
374.0,5.5640E-01
374.5,5.5227E-01
375.0,5.8930E-01
375.5,6.5162E-01
376.0,6.7480E-01
376.5,6.6390E-01
377.0,7.1225E-01
377.5,7.9455E-01
378.0,8.5595E-01
378.5,8.3418E-01
379.0,7.4389E-01
379.5,6.6683E-01
380.0,7.0077E-01
380.5,7.5075E-01
381.0,7.6383E-01
381.5,6.8837E-01
382.0,5.8678E-01
382.5,5.0762E-01
383.0,4.5499E-01
383.5,4.4049E-01
384.0,5.0968E-01
384.5,6.1359E-01
385.0,6.7355E-01
385.5,6.4363E-01
386.0,6.2100E-01
386.5,6.4570E-01
387.0,6.5147E-01
387.5,6.4204E-01
388.0,6.3582E-01
388.5,6.3136E-01
389.0,6.8543E-01
389.5,7.5970E-01
390.0,7.9699E-01
390.5,8.0371E-01
391.0,8.5138E-01
391.5,8.6344E-01
392.0,7.9493E-01
392.5,6.6257E-01
393.0,4.7975E-01
393.5,3.8152E-01
394.0,4.9567E-01
394.5,6.8385E-01
395.0,8.0772E-01
395.5,8.6038E-01
396.0,7.5655E-01
396.5,5.5017E-01
397.0,4.2619E-01
397.5,6.2945E-01
398.0,8.5249E-01
398.5,1.0069E+00
399.0,1.0693E+00
399.5,1.1021E+00
400.0,1.1141E+00
401.0,1.1603E+00
402.0,1.2061E+00
403.0,1.1613E+00
404.0,1.1801E+00
405.0,1.1511E+00
406.0,1.1227E+00
407.0,1.1026E+00
408.0,1.1514E+00
409.0,1.2299E+00
410.0,1.0485E+00
411.0,1.1738E+00
412.0,1.2478E+00
413.0,1.1971E+00
414.0,1.1842E+00
415.0,1.2258E+00
416.0,1.2624E+00
417.0,1.2312E+00
418.0,1.1777E+00
419.0,1.2258E+00
420.0,1.1232E+00
421.0,1.2757E+00
422.0,1.2583E+00
423.0,1.2184E+00
424.0,1.2117E+00
425.0,1.2488E+00
426.0,1.2135E+00
427.0,1.1724E+00
428.0,1.1839E+00
429.0,1.0963E+00
430.0,8.7462E-01
431.0,7.9394E-01
432.0,1.3207E+00
433.0,1.2288E+00
434.0,1.1352E+00
435.0,1.2452E+00
436.0,1.3659E+00
437.0,1.3943E+00
438.0,1.2238E+00
439.0,1.1775E+00
440.0,1.3499E+00
441.0,1.3313E+00
442.0,1.4250E+00
443.0,1.4453E+00
444.0,1.4084E+00
445.0,1.4619E+00
446.0,1.3108E+00
447.0,1.4903E+00
448.0,1.5081E+00
449.0,1.5045E+00
450.0,1.5595E+00
451.0,1.6173E+00
452.0,1.5482E+00
453.0,1.4297E+00
454.0,1.5335E+00
455.0,1.5224E+00
456.0,1.5724E+00
457.0,1.5854E+00
458.0,1.5514E+00
459.0,1.5391E+00
460.0,1.5291E+00
461.0,1.5827E+00
462.0,1.5975E+00
463.0,1.6031E+00
464.0,1.5544E+00
465.0,1.5350E+00
466.0,1.5673E+00
467.0,1.4973E+00
468.0,1.5619E+00
469.0,1.5682E+00
470.0,1.5077E+00
471.0,1.5331E+00
472.0,1.6126E+00
473.0,1.5499E+00
474.0,1.5671E+00
475.0,1.6185E+00
476.0,1.5631E+00
477.0,1.5724E+00
478.0,1.6230E+00
479.0,1.5916E+00
480.0,1.6181E+00
481.0,1.6177E+00
482.0,1.6236E+00
483.0,1.6038E+00
484.0,1.5734E+00
485.0,1.5683E+00
486.0,1.2716E+00
487.0,1.4241E+00
488.0,1.5413E+00
489.0,1.4519E+00
490.0,1.6224E+00
491.0,1.5595E+00
492.0,1.4869E+00
493.0,1.5903E+00
494.0,1.5525E+00
495.0,1.6485E+00
496.0,1.5676E+00
497.0,1.5944E+00
498.0,1.5509E+00
499.0,1.5507E+00
500.0,1.5451E+00
501.0,1.4978E+00
502.0,1.4966E+00
503.0,1.5653E+00
504.0,1.4587E+00
505.0,1.5635E+00
506.0,1.6264E+00
507.0,1.5560E+00
508.0,1.5165E+00
509.0,1.5893E+00
510.0,1.5481E+00
511.0,1.5769E+00
512.0,1.6186E+00
513.0,1.5206E+00
514.0,1.4885E+00
515.0,1.5314E+00
516.0,1.5455E+00
517.0,1.2594E+00
518.0,1.4403E+00
519.0,1.3957E+00
520.0,1.5236E+00
521.0,1.5346E+00
522.0,1.5690E+00
523.0,1.4789E+00
524.0,1.5905E+00
525.0,1.5781E+00
526.0,1.5341E+00
527.0,1.3417E+00
528.0,1.5357E+00
529.0,1.6071E+00
530.0,1.5446E+00
531.0,1.6292E+00
532.0,1.5998E+00
533.0,1.4286E+00
534.0,1.5302E+00
535.0,1.5535E+00
536.0,1.6199E+00
537.0,1.4989E+00
538.0,1.5738E+00
539.0,1.5352E+00
540.0,1.4825E+00
541.0,1.4251E+00
542.0,1.5511E+00
543.0,1.5256E+00
544.0,1.5792E+00
545.0,1.5435E+00
546.0,1.5291E+00
547.0,1.5490E+00
548.0,1.5049E+00
549.0,1.5520E+00
550.0,1.5399E+00
551.0,1.5382E+00
552.0,1.5697E+00
553.0,1.5250E+00
554.0,1.5549E+00
555.0,1.5634E+00
556.0,1.5366E+00
557.0,1.4988E+00
558.0,1.5310E+00
559.0,1.4483E+00
560.0,1.4740E+00
561.0,1.5595E+00
562.0,1.4847E+00
563.0,1.5408E+00
564.0,1.5106E+00
565.0,1.5201E+00
566.0,1.4374E+00
567.0,1.5320E+00
568.0,1.5180E+00
569.0,1.4807E+00
570.0,1.4816E+00
571.0,1.4331E+00
572.0,1.5134E+00
573.0,1.5198E+00
574.0,1.5119E+00
575.0,1.4777E+00
576.0,1.4654E+00
577.0,1.5023E+00
578.0,1.4560E+00
579.0,1.4770E+00
580.0,1.5020E+00
581.0,1.5089E+00
582.0,1.5320E+00
583.0,1.5479E+00
584.0,1.5448E+00
585.0,1.5324E+00
586.0,1.4953E+00
587.0,1.5281E+00
588.0,1.4934E+00
589.0,1.2894E+00
590.0,1.3709E+00
591.0,1.4662E+00
592.0,1.4354E+00
593.0,1.4561E+00
594.0,1.4491E+00
595.0,1.4308E+00
596.0,1.4745E+00
597.0,1.4788E+00
598.0,1.4607E+00
599.0,1.4606E+00
600.0,1.4753E+00
601.0,1.4579E+00
602.0,1.4360E+00
603.0,1.4664E+00
604.0,1.4921E+00
605.0,1.4895E+00
606.0,1.4822E+00
607.0,1.4911E+00
608.0,1.4862E+00
609.0,1.4749E+00
610.0,1.4686E+00
611.0,1.4611E+00
612.0,1.4831E+00
613.0,1.4621E+00
614.0,1.4176E+00
615.0,1.4697E+00
616.0,1.4310E+00
617.0,1.4128E+00
618.0,1.4664E+00
619.0,1.4733E+00
620.0,1.4739E+00
621.0,1.4802E+00
622.0,1.4269E+00
623.0,1.4165E+00
624.0,1.4118E+00
625.0,1.4026E+00
626.0,1.4012E+00
627.0,1.4417E+00
628.0,1.3631E+00
629.0,1.4114E+00
630.0,1.3924E+00
631.0,1.4161E+00
632.0,1.3638E+00
633.0,1.4508E+00
634.0,1.4284E+00
635.0,1.4458E+00
636.0,1.4128E+00
637.0,1.4610E+00
638.0,1.4707E+00
639.0,1.4646E+00
640.0,1.4340E+00
641.0,1.4348E+00
642.0,1.4376E+00
643.0,1.4525E+00
644.0,1.4462E+00
645.0,1.4567E+00
646.0,1.4150E+00
647.0,1.4086E+00
648.0,1.3952E+00
649.0,1.3519E+00
650.0,1.3594E+00
651.0,1.4447E+00
652.0,1.3871E+00
653.0,1.4311E+00
654.0,1.4153E+00
655.0,1.3499E+00
656.0,1.1851E+00
657.0,1.2393E+00
658.0,1.3855E+00
659.0,1.3905E+00
660.0,1.3992E+00
661.0,1.3933E+00
662.0,1.3819E+00
663.0,1.3844E+00
664.0,1.3967E+00
665.0,1.4214E+00
666.0,1.4203E+00
667.0,1.4102E+00
668.0,1.4150E+00
669.0,1.4394E+00
670.0,1.4196E+00
671.0,1.4169E+00
672.0,1.3972E+00
673.0,1.4094E+00
674.0,1.4074E+00
675.0,1.3958E+00
676.0,1.4120E+00
677.0,1.3991E+00
678.0,1.4066E+00
679.0,1.3947E+00
680.0,1.3969E+00
681.0,1.3915E+00
682.0,1.3981E+00
683.0,1.3830E+00
684.0,1.3739E+00
685.0,1.3748E+00
686.0,1.3438E+00
687.0,9.6824E-01
688.0,1.1206E+00
689.0,1.1278E+00
690.0,1.1821E+00
691.0,1.2333E+00
692.0,1.2689E+00
693.0,1.2609E+00
694.0,1.2464E+00
695.0,1.2714E+00
696.0,1.2684E+00
697.0,1.3403E+00
698.0,1.3192E+00
699.0,1.2918E+00
700.0,1.2823E+00
701.0,1.2659E+00
702.0,1.2674E+00
703.0,1.2747E+00
704.0,1.3078E+00
705.0,1.3214E+00
706.0,1.3144E+00
707.0,1.3090E+00
708.0,1.3048E+00
709.0,1.3095E+00
710.0,1.3175E+00
711.0,1.3155E+00
712.0,1.3071E+00
713.0,1.2918E+00
714.0,1.3029E+00
715.0,1.2587E+00
716.0,1.2716E+00
717.0,1.1071E+00
718.0,1.0296E+00
719.0,9.2318E-01
720.0,9.8550E-01
721.0,1.0861E+00
722.0,1.2407E+00
723.0,1.1444E+00
724.0,1.0555E+00
725.0,1.0380E+00
726.0,1.0813E+00
727.0,1.0850E+00
728.0,1.0400E+00
729.0,1.0466E+00
730.0,1.1285E+00
731.0,1.0703E+00
732.0,1.1534E+00
733.0,1.1962E+00
734.0,1.2357E+00
735.0,1.2178E+00
736.0,1.2059E+00
737.0,1.2039E+00
738.0,1.2269E+00
739.0,1.1905E+00
740.0,1.2195E+00
741.0,1.2148E+00
742.0,1.2153E+00
743.0,1.2405E+00
744.0,1.2503E+00
745.0,1.2497E+00
746.0,1.2470E+00
747.0,1.2477E+00
748.0,1.2401E+00
749.0,1.2357E+00
750.0,1.2341E+00
751.0,1.2286E+00
752.0,1.2330E+00
753.0,1.2266E+00
754.0,1.2420E+00
755.0,1.2383E+00
756.0,1.2232E+00
757.0,1.2221E+00
758.0,1.2295E+00
759.0,1.1945E+00
760.0,2.6604E-01
761.0,1.5396E-01
762.0,6.8766E-01
763.0,3.7952E-01
764.0,5.3878E-01
765.0,6.8601E-01
766.0,8.1461E-01
767.0,9.7417E-01
768.0,1.1138E+00
769.0,1.1278E+00
770.0,1.1608E+00
771.0,1.1686E+00
772.0,1.1778E+00
773.0,1.1771E+00
774.0,1.1771E+00
775.0,1.1771E+00
776.0,1.1798E+00
777.0,1.1727E+00
778.0,1.1713E+00
779.0,1.1765E+00
780.0,1.1636E+00
781.0,1.1607E+00
782.0,1.1662E+00
783.0,1.1614E+00
784.0,1.1536E+00
785.0,1.1586E+00
786.0,1.1592E+00
787.0,1.1450E+00
788.0,1.1305E+00
789.0,1.1257E+00
790.0,1.0910E+00
791.0,1.1058E+00
792.0,1.0953E+00
793.0,1.0875E+00
794.0,1.0972E+00
795.0,1.0932E+00
796.0,1.0742E+00
797.0,1.0913E+00
798.0,1.1121E+00
799.0,1.0905E+00
800.0,1.0725E+00
